"fluid: AC: Position[X] (m)","fluid: AC: Velocity: Magnitude (m/s)"
0.192201208635,13.8887300491333
0.19298973622499999,13.616768836975098
0.193739762445,13.323273658752441
0.194453167195,13.009845733642578
0.195131738585,12.678423881530762
0.195777177425,12.33117961883545
0.19639110148,11.970465660095215
0.196975049515,11.59904670715332
0.197530485165,11.21914291381836
0.198058800605,10.8333101272583
0.19856132003,10.443934440612793
0.199039302975,10.05327320098877
0.19949394749,9.66333293914795
0.199926393115,9.275979042053223
0.20033772375,8.89290714263916
0.20072897038,8.515568733215332
0.20110111364,8.145215034484863
0.201455086295,7.782896041870117
0.201791775555,7.42947244644165
0.202112025315,7.08563232421875
0.20241663827,6.7519121170043945
0.20270637791,6.4286956787109375
0.202981970455,6.1162519454956055
0.20324410666499998,5.814761638641357
0.203493443575,5.524324893951416
0.20373060613,5.2448811531066895
0.203956188765,4.976261615753174
0.2041707569,4.718363285064697
0.20437484833500003,4.471345901489258
0.20456897461,4.235304832458496
0.204753622295,4.010051250457764
0.20492925420500002,3.794833183288574
0.205096310555,3.588325262069702
0.19137220326999999,14.13796329498291
0.190500642265,14.363701820373535
0.189584341095,14.56569766998291
0.18862100310000002,14.744174003601074
0.187608213725,14.899754524230957
0.18654343446,15.033489227294922
0.18542399648500002,15.146795272827148
0.184247093985,15.241373062133789
0.18300977712,15.31908130645752
0.18170894461499998,15.381887435913086
0.18034133599000002,15.431800842285156
0.178903523405,15.470763206481934
0.17739190306,15.500606536865234
0.17580268615,15.523011207580566
0.17413188938000002,15.539450645446777
0.17237532499000002,15.551244735717773
0.17052859023,15.559374809265137
0.16858705635,15.564925193786621
0.16654585700000002,15.568601608276367
0.16439987601,15.571027755737305
0.162143734585,15.572684288024902
0.15977177782000002,15.572712898254395
0.15727806052499999,15.57079029083252
0.155025,15.567968368530273
0.15307500000000002,15.564421653747559
0.151125,15.560232162475586
0.149175,15.555095672607422
0.147225,15.549266815185547
0.145275,15.543020248413086
0.143325,15.536490440368652
0.141375,15.529804229736328
0.139425,15.523037910461426
0.137475,15.516253471374512
0.135525,15.509483337402344
0.133575,15.502742767333984
0.131625,15.49604606628418
0.12967499999999998,15.489407539367676
0.127725,15.482833862304688
0.125775,15.476325035095215
0.12382499999999999,15.469889640808105
0.121875,15.463530540466309
0.119925,15.457249641418457
0.117975,15.451050758361816
0.116025,15.44493293762207
0.11407500000000001,15.43889331817627
0.112125,15.432939529418945
0.110175,15.427071571350098
0.108225,15.421299934387207
0.10627500000000001,15.415623664855957
0.104325,15.410045623779297
0.102375,15.404568672180176
0.100425,15.399190902709961
0.09847500000000001,15.39391803741455
0.096525,15.388749122619629
0.09457499999999999,15.383686065673828
0.092625,15.378744125366211
0.090675,15.373924255371094
0.088725,15.369202613830566
0.08677499999999999,15.364577293395996
0.084825,15.36003589630127
0.082875,15.355573654174805
0.080925,15.351177215576172
0.07897499999999999,15.346833229064941
0.07702500000000001,15.342522621154785
0.075075,15.338225364685059
0.073125,15.333915710449219
0.071175,15.329570770263672
0.06922500000000001,15.325164794921875
0.067275,15.320672988891602
0.065325,15.31606674194336
0.063375,15.311324119567871
0.061424999999999993,15.306424140930176
0.059475,15.301373481750488
0.05752500000000001,15.29616641998291
0.055575,15.290743827819824
0.053625000000000006,15.2850923538208
0.051675,15.279190063476562
0.049725000000000005,15.273021697998047
0.047775,15.266556739807129
0.045825000000000005,15.259740829467773
0.043875,15.25260066986084
0.041925000000000004,15.24509334564209
0.039975,15.237183570861816
0.038025,15.228827476501465
0.036074999999999996,15.219975471496582
0.034125,15.210566520690918
0.032174999999999995,15.200556755065918
0.030225000000000002,15.189882278442383
0.028275,15.17845630645752
0.026325,15.166213989257812
0.024375,15.153080940246582
0.022425,15.138981819152832
0.020475,15.12385368347168
0.018525,15.107656478881836
0.016575,15.090392112731934
0.014624999999999999,15.072152137756348
0.012675,15.05316162109375
0.010725,15.033868789672852
0.008775,15.014851570129395
0.0068249999999999995,14.997002601623535
0.004875,14.981881141662598
0.0029249999999999996,14.969599723815918
9.75E-4,14.963822364807129
0.205255210055,3.3904988765716553
0.20540635097999999,3.2024309635162354
0.20555011216000002,3.0229437351226807
0.205686853925,2.8509228229522705
0.205816919015,2.6858930587768555
0.205940633425,2.528019905090332
0.20605830724000002,2.3769373893737793
0.206170235405,2.232248067855835
0.206276698465,2.0937466621398926
0.20637796326,1.9612984657287598
0.20647428360499998,1.8347545862197876
0.20656590093,1.7139633893966675
0.20665304486,1.5987727642059326
0.20673593382,1.4890170097351074
0.20681477557,1.3845237493515015
0.206889767715,1.285117268562317
0.206961098225,1.1906181573867798
0.20702894588999998,1.1008464097976685
0.207093480765,1.0156232118606567
0.2071548646,0.9347704648971558
0.20721325125,0.8581128716468811
0.20726878706000001,0.7854820489883423
0.207321611225,0.7167137265205383
0.20737185615,0.6516560316085815
0.20741964777,0.5901547074317932
0.20746510587,0.5320640206336975
0.207508344395,0.4772563874721527
0.207549471715,0.42560961842536926
0.20758859091499998,0.37701475620269775
0.207625800045,0.331376314163208
0.207661192365,0.28861281275749207
0.20769485658999998,0.24866144359111786
0.20772687709499998,0.21148034930229187
0.207757334135,0.17705991864204407
0.20778630405499998,0.14543382823467255
0.207813859465,0.11660190671682358
0.207840069425,0.0906941220164299
0.20786499963,0.06789372116327286
0.207888712575,0.048284463584423065
0.20791126769,0.03195727989077568
0.207932721505,0.01902819238603115
0.2079531278,0.009521299973130226
0.20797253771500002,0.0034118141047656536
0.207990999905,6.043045432306826E-4
