"Line Probe 3: Position[X] (m)","Line Probe 3: Velocity: Magnitude (m/s)"
0.2059200036048889,11.823019859737645
0.20579000356197358,11.397256730356707
0.20566000351905822,10.946460237347319
0.2055300034761429,10.47275497263464
0.20540000343322753,9.978468645133916
0.2052700033903122,9.466049726890674
0.20514000334739685,8.938030323583439
0.20501000330448152,8.397108694285386
0.20488000326156616,8.397108694285386
0.20475000321865083,7.84615292844661
0.20462000317573548,7.288223792416402
0.20449000313282012,7.288223792416402
0.2043600030899048,6.7266384501820395
0.20423000304698943,6.165233614706953
0.2041000030040741,6.165233614706953
0.20397000296115875,5.608015452535809
0.20384000291824342,5.059070879136322
0.20371000287532806,5.059070879136322
0.20358000283241273,4.52256067117402
0.20345000278949738,4.52256067117402
0.20332000274658205,4.002570267693184
0.2031900027036667,4.002570267693184
0.20306000266075133,3.5028443445507786
0.202930002617836,3.5028443445507786
0.20280000257492065,3.026470597271994
0.20267000253200532,3.026470597271994
0.20254000248908996,2.5759035315189687
0.20241000244617463,2.5759035315189687
0.20228000240325927,2.5759035315189687
0.20215000236034394,2.15371960121799
0.2020200023174286,2.15371960121799
0.20189000227451326,1.7621197392342203
0.2017600022315979,1.7621197392342203
0.20163000218868257,1.7621197392342203
0.20150000214576722,1.404546399153394
0.20137000210285186,1.404546399153394
0.20124000205993653,1.0847012262112992
0.20111000201702117,1.0847012262112992
0.20098000197410584,1.0847012262112992
0.20085000193119049,0.8092685226451999
0.20072000188827516,0.8092685226451999
0.2005900018453598,0.8092685226451999
0.20046000180244447,0.5914227926564274
0.2003300017595291,0.5914227926564274
0.20020000171661378,0.5914227926564274
0.20007000167369843,0.4561532594495874
0.19994000163078307,0.4561532594495874
0.19981000158786774,0.4561532594495874
0.19968000154495238,0.41631962026956554
0.19955000150203706,0.41631962026956554
0.1994200014591217,0.41631962026956554
0.19929000141620637,0.41631962026956554
0.199160001373291,0.4119528383195587
0.19903000133037568,0.4119528383195587
0.19890000128746033,0.4119528383195587
0.198770001244545,0.4126824059169546
0.19864000120162964,0.4126824059169546
0.1985100011587143,0.4126824059169546
0.19838000111579895,0.4126824059169546
0.1982500010728836,0.41213911610602366
0.19812000102996827,0.41213911610602366
0.1979900009870529,0.41213911610602366
0.19786000094413758,0.41213911610602366
0.19773000090122222,0.4118493019759195
0.1976000008583069,0.4118493019759195
0.19747000081539154,0.4118493019759195
0.1973400007724762,0.4118493019759195
0.19721000072956085,0.4116920721435511
0.19708000068664552,0.4116920721435511
0.19695000064373017,0.4116920721435511
0.19682000060081484,0.4116920721435511
0.19669000055789948,0.41164124276320146
0.19656000051498412,0.41164124276320146
0.1964300004720688,0.41164124276320146
0.19630000042915344,0.41164124276320146
0.1961700003862381,0.41164124276320146
0.19604000034332275,0.41168210111385684
0.19591000030040742,0.41168210111385684
0.19578000025749207,0.41168210111385684
0.19565000021457674,0.41168210111385684
0.19552000017166138,0.41168210111385684
0.19539000012874605,0.4118217610265235
0.1952600000858307,0.4118217610265235
0.19513000004291536,0.4118217610265235
0.195,0.4118217610265235
0.20800000429153442,0.7000630522262415
0.20787000424861907,9.27490521610274
0.20774000420570374,14.055767102838704
0.20761000416278838,14.972118195430623
0.20748000411987305,15.234890261924471
0.2073500040769577,15.233494762570636
0.20722000403404237,15.118446314551415
0.207090003991127,14.959898210969266
0.20696000394821168,14.729258180041839
0.20683000390529632,14.420541095046206
0.206700003862381,14.23434630306247
0.20657000381946564,13.792241761377444
0.2064400037765503,13.533650876945497
0.20631000373363495,12.934850690378697
0.2061800036907196,12.592789079041644
0.20605000364780426,12.221963293630491
