"fluid: CF: Position[Y] (m)","fluid: CF: Heat Transfer Coefficient (W/m^2-K)"
0.020473112011904562,115.0875015258789
0.020105464372536644,116.60624694824219
0.019748525059698457,118.07499694824219
0.01940198218016115,119.49124908447266
0.01906553292332733,120.85375213623047
0.018738883299178444,122.1500015258789
0.01842174788180688,123.3812484741211
0.01811384955637488,124.54624938964844
0.017814919279588975,125.6449966430664
0.017524695845705245,126.6762466430664
0.017242925656014457,127.64125061035156
0.016969362497813986,128.5362548828125
0.016703767330407078,129.36749267578125
0.016445908074593545,130.13499450683594
0.01619555941014498,130.84249877929688
0.015952502581296085,131.4875030517578
0.015716525202758135,132.0399932861328
0.015438070175438598,132.74874877929688
0.015113082437275986,133.3387451171875
0.014788095238095239,133.9875030517578
0.01446310861423221,134.5175018310547
0.014138122605363984,134.9737548828125
0.013813137254901962,135.34124755859375
0.013488152610441768,135.63125610351562
0.013163168724279833,135.81375122070312
0.012804429228113522,135.99749755859375
0.012401585918181248,135.9875030517578
0.011978616308214509,135.97874450683594
0.011534517637463043,135.81124877929688
0.011068238022879736,135.55499267578125
0.010578674378134527,135.18875122070312
0.010064670398792922,134.7100067138672
0.009525014714064374,134.12875366210938
0.008958439388838819,133.47625732421875
0.008363619090336477,132.78500366210938
0.007739171509174032,132.0675048828125
0.0070836601883713,131.3300018310547
0.006395602151919905,130.62750244140625
0.005673485679392535,130.0087432861328
0.004915811371071891,129.4875030517578
0.004121193063906168,129.07749938964844
0.0032886388885024088,128.8524932861328
0.002418518664163548,128.5850067138672
0.001517434612789263,128.01625061035156
6.623197672866667E-4,124.55500030517578
0.06318701646290881,98.83875274658203
0.06157526805542136,100.52749633789062
0.06001046387209478,102.01499938964844
0.05849123660692821,103.26374816894531
0.057016258778323614,104.24124908447266
0.055584241569462726,104.90249633789062
0.054193933702759135,105.17375183105469
0.05284412034426585,104.97624969482422
0.05153362204357712,104.24624633789062
0.05026129370427504,102.97875213623047
0.04902602358135755,101.1624984741211
0.04782673231113594,98.81625366210938
0.04666237196770983,96.0374984741211
0.04553192514635788,93.04125213623047
0.04443440407698515,90.07250213623047
0.04336884975858524,87.30999755859375
0.0423343311221239,84.93374633789062
0.04132994421803118,83.0425033569336
0.04035481142411541,81.63874816894531
0.03940808068000456,80.70500183105469
0.03848892474359464,80.16874694824219
0.037596540466512646,79.96375274658203
0.036730148093027645,80.02749633789062
0.03588899057903936,80.30999755859375
0.0350723329299957,80.76750183105469
0.03427946155887159,81.36250305175781
0.03350968366210084,82.06500244140625
0.03276232661603428,82.86250305175781
0.032036737387419766,83.73999786376953
0.0313322819633176,84.69000244140625
0.030648344797105338,85.70625305175781
0.029984328269896388,86.78250122070312
0.02933965217002488,87.92124938964844
0.028713753185500554,89.11624908447266
0.028106084410484847,90.37000274658203
0.027516114868723778,91.67749786376953
0.02694332904955536,93.04125213623047
0.026387226456342065,94.4574966430664
0.025847321170456142,95.9175033569336
0.025323141426243433,97.42874908447266
0.024814229198497424,98.97374725341797
0.024320139802422865,100.55000305175781
0.023840441505116133,102.15125274658203
0.023374715148528694,103.76875305175781
0.0229225537834504,105.40249633789062
0.022483562312485845,107.04000091552734
0.022057357146508177,108.6812515258789
0.021643565868674025,110.31500244140625
0.021241826908361395,111.93374633789062
0.020851789227668366,113.52625274658203
0.06484711741900905,96.98249816894531
0.06655702149877456,95.00250244140625
0.06831822279386766,92.92375183105469
0.0701322602187583,90.7750015258789
0.07200071885622401,88.57749938964844
0.0739252313405263,86.33374786376953
0.07590747928547092,84.05374908447266
0.07794919475304046,81.76249694824219
0.08005216176698877,79.47250366210938
0.08221821787247725,77.19750213623047
0.08444925574065505,74.9437484741211
0.08674722482182083,72.71624755859375
0.08911413305103254,70.52375030517578
0.09155204860172317,68.37374877929688
0.09406310169184458,66.2699966430664
0.09664948644550354,64.21624755859375
0.09931346281060353,62.20375061035156
0.1020573585355008,60.23249816894531
0.10488357119808012,58.313751220703125
0.10779457030708066,56.442501068115234
0.11079289945195418,54.625
0.11388117853296202,52.86000061035156
0.11706210604580435,51.15250015258789
0.12033846144238901,49.49250030517578
0.12371310756040381,47.873748779296875
0.1271889931190329,46.307498931884766
0.1307691552987014,44.787498474121094
0.13445672239669168,43.314998626708984
0.1382549165619225,41.8962516784668
0.14216705660551024,40.51499938964844
0.14619656090067504,39.178749084472656
0.15034695036824572,37.88249969482422
0.15462185156673902,36.630001068115234
0.15902499985252752,35.42250061035156
0.1635602426300938,34.25
0.1682315427325586,33.1150016784668
0.17304298188650047,32.01625061035156
0.17799876425742486,30.952499389648438
0.18310322013513244,29.916250228881836
0.18836080972889105,28.915000915527344
0.19377612705260147,27.953750610351562
0.1993539039302378,27.077499389648438
0.20509901415127899,25.803749084472656
