"fluid: CF: Position[Y] (m)","fluid: CF: Specified Y+ Heat Transfer Coefficient (W/m^2-K)"
0.020473112011904562,117.35550689697266
0.020105464372536644,118.38104248046875
0.019748525059698457,119.31576538085938
0.01940198218016115,120.1594467163086
0.01906553292332733,120.90740203857422
0.018738883299178444,122.14977264404297
0.01842174788180688,123.38102722167969
0.01811384955637488,124.5460205078125
0.017814919279588975,125.64476776123047
0.017524695845705245,126.67601776123047
0.017242925656014457,127.6410140991211
0.016969362497813986,128.5360107421875
0.016703767330407078,129.3672637939453
0.016445908074593545,130.134765625
0.01619555941014498,130.84225463867188
0.015952502581296085,131.4872589111328
0.015716525202758135,132.03976440429688
0.015438070175438598,132.74850463867188
0.015113082437275986,133.3385009765625
0.014788095238095239,133.9872589111328
0.01446310861423221,134.5172576904297
0.014138122605363984,134.97349548339844
0.013813137254901962,135.34100341796875
0.013488152610441768,135.63099670410156
0.013163168724279833,135.81350708007812
0.012804429228113522,135.99725341796875
0.012401585918181248,135.98724365234375
0.011978616308214509,135.97850036621094
0.011534517637463043,135.81100463867188
0.011068238022879736,135.55474853515625
0.010578674378134527,135.18850708007812
0.010064670398792922,134.70974731445312
0.009525014714064374,134.12850952148438
0.008958439388838819,133.47601318359375
0.008363619090336477,132.78475952148438
0.007739171509174032,132.0672607421875
0.0070836601883713,131.3297576904297
0.006395602151919905,130.62725830078125
0.005673485679392535,130.00851440429688
0.004915811371071891,129.4872589111328
0.004121193063906168,129.0772705078125
0.0032886388885024088,128.85226440429688
0.002418518664163548,128.5847625732422
0.001517434612789263,128.01602172851562
6.623197672866667E-4,124.55477142333984
0.06318701646290881,98.83856964111328
0.06157526805542136,100.52731323242188
0.06001046387209478,102.01481628417969
0.05849123660692821,103.26355743408203
0.057016258778323614,104.24105834960938
0.055584241569462726,104.90230560302734
0.054193933702759135,105.1735610961914
0.05284412034426585,104.97605895996094
0.05153362204357712,104.24605560302734
0.05026129370427504,102.97856140136719
0.04902602358135755,101.16231536865234
0.04782673231113594,98.81607055664062
0.04666237196770983,96.03732299804688
0.04553192514635788,93.04107666015625
0.04443440407698515,90.07233428955078
0.04336884975858524,87.3098373413086
0.0423343311221239,86.523681640625
0.04132994421803118,86.1738510131836
0.04035481142411541,86.0114974975586
0.03940808068000456,86.02542114257812
0.03848892474359464,86.1864242553711
0.037596540466512646,86.46656799316406
0.036730148093027645,86.8478012084961
0.03588899057903936,87.31352996826172
0.0350723329299957,87.85004425048828
0.03427946155887159,88.44532012939453
0.03350968366210084,89.09424591064453
0.03276232661603428,89.79859924316406
0.032036737387419766,90.55908203125
0.0313322819633176,91.37809753417969
0.030648344797105338,92.25554656982422
0.029984328269896388,93.1921157836914
0.02933965217002488,94.1908187866211
0.028713753185500554,95.2535171508789
0.028106084410484847,96.37803649902344
0.027516114868723778,97.56201171875
0.02694332904955536,98.80318450927734
0.026387226456342065,100.09199523925781
0.025847321170456142,101.42559814453125
0.025323141426243433,102.79840850830078
0.024814229198497424,104.19381713867188
0.024320139802422865,105.60342407226562
0.023840441505116133,107.01527404785156
0.023374715148528694,108.42151641845703
0.0229225537834504,109.81394958496094
0.022483562312485845,111.18527221679688
0.022057357146508177,112.52496337890625
0.021643565868674025,113.82305145263672
0.021241826908361395,115.06806182861328
0.020851789227668366,116.24756622314453
0.06484711741900905,96.9823226928711
0.06655702149877456,95.00232696533203
0.06831822279386766,92.92357635498047
0.0701322602187583,90.77483367919922
0.07200071885622401,88.57733917236328
0.0739252313405263,86.3335952758789
0.07590747928547092,84.05359649658203
0.07794919475304046,81.7623519897461
0.08005216176698877,79.47235107421875
0.08221821787247725,77.19735717773438
0.08444925574065505,74.94361114501953
0.08674722482182083,72.71611785888672
0.08911413305103254,70.52362060546875
0.09155204860172317,68.37362670898438
0.09406310169184458,66.26988220214844
0.09664948644550354,64.21613311767578
0.09931346281060353,62.203636169433594
0.1020573585355008,60.232391357421875
0.10488357119808012,58.31364440917969
0.10779457030708066,56.44239807128906
0.11079289945195418,54.624900817871094
0.11388117853296202,52.859901428222656
0.11706210604580435,51.15240478515625
0.12033846144238901,49.492408752441406
0.12371310756040381,47.873661041259766
0.1271889931190329,46.30741500854492
0.1307691552987014,44.787418365478516
0.13445672239669168,43.31492233276367
0.1382549165619225,41.89617156982422
0.14216705660551024,40.51492691040039
0.14619656090067504,39.17867660522461
0.15034695036824572,37.88243103027344
0.15462185156673902,36.62993240356445
0.15902499985252752,35.42243576049805
0.1635602426300938,34.24993896484375
0.1682315427325586,33.11494064331055
0.17304298188650047,32.01618957519531
0.17799876425742486,30.952444076538086
0.18310322013513244,29.916194915771484
0.18836080972889105,28.914947509765625
0.19377612705260147,27.953699111938477
0.1993539039302378,27.077449798583984
0.20509901415127899,25.80370330810547
