"fluid: CF: Position[Y] (m)","fluid: CF: Heat Transfer Coefficient (W/m^2-K)"
0.02933965217002488,86.6312484741211
0.028713753185500554,87.41500091552734
0.028106084410484847,88.2925033569336
0.027516114868723778,89.2562484741211
0.02694332904955536,90.29000091552734
0.026387226456342065,91.37625122070312
0.025847321170456142,92.51374816894531
0.025323141426243433,93.68624877929688
0.024814229198497424,94.88500213623047
0.024320139802422865,96.10874938964844
0.023840441505116133,97.33999633789062
0.023374715148528694,98.5737533569336
0.0229225537834504,99.79624938964844
0.022483562312485845,101.00749969482422
0.022057357146508177,102.19999694824219
0.021643565868674025,103.36624908447266
0.021241826908361395,104.4937515258789
0.020851789227668366,105.58625030517578
0.020473112011904562,106.63375091552734
0.020105464372536644,107.63249969482422
0.019748525059698457,108.5875015258789
0.01940198218016115,109.49250030517578
0.01906553292332733,110.33999633789062
0.018738883299178444,111.12875366210938
6.623197672866667E-4,102.00749969482422
0.01842174788180688,111.85624694824219
0.001517434612789263,105.40374755859375
0.01811384955637488,112.51875305175781
0.002418518664163548,105.83625030517578
0.017814919279588975,113.12374877929688
0.0032886388885024088,106.11499786376953
0.017524695845705245,113.67124938964844
0.004121193063906168,106.48249816894531
0.017242925656014457,114.1624984741211
0.004915811371071891,107.03624725341797
0.016969362497813986,114.60124969482422
0.005673485679392535,107.71499633789062
0.016703767330407078,114.98750305175781
0.006395602151919905,108.47750091552734
0.016445908074593545,115.32250213623047
0.0070836601883713,109.28125
0.01619555941014498,115.61750030517578
0.007739171509174032,110.10874938964844
0.015952502581296085,115.86499786376953
0.008363619090336477,110.94000244140625
0.015716525202758135,116.04499816894531
0.008958439388838819,111.7437515258789
0.015438070175438598,116.30000305175781
0.009525014714064374,112.51000213623047
0.015113082437275986,116.40499877929688
0.010064670398792922,113.2387466430664
0.014788095238095239,116.57499694824219
0.010578674378134527,113.91500091552734
0.01446310861423221,116.63874816894531
0.011068238022879736,114.52375030517578
0.014138122605363984,116.65750122070312
0.011534517637463043,115.05000305175781
0.013813137254901962,116.61750030517578
0.011978616308214509,115.5062484741211
0.013488152610441768,116.53500366210938
0.012401585918181248,115.84375
0.013163168724279833,116.375
0.012804429228113522,116.20124816894531
0.029984328269896388,85.95124816894531
0.030648344797105338,85.38249969482422
0.0313322819633176,84.91000366210938
0.032036737387419766,84.50499725341797
0.03276232661603428,84.11750030517578
0.03350968366210084,83.67124938964844
0.03427946155887159,83.10124969482422
0.0350723329299957,82.3637466430664
0.03588899057903936,81.5
0.036730148093027645,80.60250091552734
0.037596540466512646,79.65750122070312
0.03848892474359464,78.5999984741211
0.03940808068000456,77.4124984741211
0.04035481142411541,76.1312484741211
0.04132994421803118,74.80000305175781
0.0423343311221239,73.44750213623047
0.04336884975858524,72.08875274658203
0.04443440407698515,70.72750091552734
0.04553192514635788,69.36000061035156
0.04666237196770983,67.9887466430664
0.04782673231113594,66.60624694824219
0.04902602358135755,65.21624755859375
0.05026129370427504,63.818748474121094
0.05153362204357712,62.442501068115234
0.05284412034426585,61.00749969482422
0.054193933702759135,59.498748779296875
0.055584241569462726,58.01124954223633
0.057016258778323614,56.584999084472656
0.05849123660692821,55.217498779296875
0.06001046387209478,53.82374954223633
0.06157526805542136,52.403751373291016
0.06318701646290881,51.02375030517578
0.06484711741900905,49.70375061035156
0.06655702149877456,48.372501373291016
0.06831822279386766,47.03874969482422
0.0701322602187583,45.755001068115234
0.07200071885622401,44.53499984741211
0.0739252313405263,43.313751220703125
0.07590747928547092,42.087501525878906
0.07794919475304046,40.912498474121094
0.08005216176698877,39.74250030517578
0.08221821787247725,38.58000183105469
0.08444925574065505,37.48625183105469
0.08674722482182083,36.39875030517578
0.08911413305103254,35.31999969482422
0.09155204860172317,34.30500030517578
0.09406310169184458,33.29999923706055
0.09664948644550354,32.30500030517578
0.09931346281060353,31.3700008392334
0.1020573585355008,30.443750381469727
0.10488357119808012,29.5262508392334
0.10779457030708066,28.66374969482422
0.11079289945195418,27.80875015258789
0.11388117853296202,26.96500015258789
0.11706210604580435,26.1299991607666
0.12033846144238901,25.31624984741211
0.12371310756040381,24.5625
0.1271889931190329,23.821250915527344
0.1307691552987014,23.094999313354492
0.13445672239669168,22.377500534057617
0.1382549165619225,21.676250457763672
0.14216705660551024,21.030000686645508
0.14619656090067504,20.392499923706055
0.15034695036824572,19.771249771118164
0.15462185156673902,19.1512508392334
0.15902499985252752,18.553749084472656
0.1635602426300938,17.966249465942383
0.1682315427325586,17.395000457763672
0.17304298188650047,16.860000610351562
0.17799876425742486,16.328750610351562
0.18310322013513244,15.8100004196167
0.18836080972889105,15.302499771118164
0.19377612705260147,14.833749771118164
0.1993539039302378,14.422499656677246
0.20509901415127899,13.651249885559082
